epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
65,0.0473,0.0281,0.0092,0.0674,0.038,0.0674,0.9971,1.0,1.0,0.9792,0.9941,0.9792,0.25,0.25,0.25,0.25
66,0.045,0.0246,0.0086,0.0653,0.0359,0.0653,0.9969,1.0,1.0,0.9801,0.9942,0.9801,0.25,0.25,0.25,0.25
67,0.0446,0.0254,0.0099,0.0631,0.0357,0.0631,0.9966,1.0,1.0,0.9782,0.9937,0.9782,0.25,0.25,0.25,0.25
68,0.0438,0.023,0.0093,0.0616,0.0344,0.0616,0.9969,1.0,1.0,0.9801,0.9942,0.9801,0.25,0.25,0.25,0.25
69,0.0439,0.0232,0.0083,0.0602,0.0339,0.0602,0.9957,1.0,1.0,0.9839,0.9949,0.9839,0.25,0.25,0.25,0.25
70,0.0423,0.0219,0.009,0.0568,0.0325,0.0568,0.9966,1.0,1.0,0.9811,0.9944,0.9811,0.25,0.25,0.25,0.25
71,0.0414,0.0213,0.0079,0.0551,0.0314,0.0551,0.9969,1.0,1.0,0.983,0.995,0.983,0.25,0.25,0.25,0.25
72,0.04,0.0209,0.0082,0.0527,0.0304,0.0527,0.9971,1.0,1.0,0.9858,0.9957,0.9858,0.25,0.25,0.25,0.25
73,0.0396,0.0204,0.0074,0.0496,0.0292,0.0496,0.998,1.0,1.0,0.9877,0.9964,0.9877,0.25,0.25,0.25,0.25
74,0.0392,0.0205,0.0073,0.0507,0.0294,0.0507,0.9971,1.0,1.0,0.9877,0.9962,0.9877,0.25,0.25,0.25,0.25
75,0.0371,0.018,0.0072,0.0483,0.0277,0.0483,0.9983,1.0,1.0,0.9896,0.997,0.9896,0.25,0.25,0.25,0.25
