epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
73,0.3851,0.4005,0.3553,0.4129,0.3884,0.4129,0.9365,0.9348,0.8929,0.8666,0.9077,0.8666,0.2126,0.2929,0.1649,0.3296
74,0.3814,0.3952,0.3558,0.4091,0.3854,0.4091,0.9371,0.9402,0.8929,0.8685,0.9097,0.8685,0.2122,0.2937,0.1633,0.3307
75,0.3776,0.3894,0.3582,0.4084,0.3834,0.4084,0.9394,0.9239,0.8929,0.8675,0.9059,0.8675,0.2121,0.294,0.1615,0.3324
76,0.3742,0.385,0.3566,0.4039,0.3799,0.4039,0.9391,0.9402,0.9107,0.8628,0.9132,0.8628,0.2121,0.2948,0.159,0.3342
77,0.3717,0.3776,0.3518,0.4037,0.3762,0.4037,0.9394,0.9402,0.9107,0.8704,0.9152,0.8704,0.2119,0.2947,0.1575,0.3359
78,0.3685,0.3784,0.3419,0.4001,0.3722,0.4001,0.9411,0.9402,0.9107,0.8732,0.9163,0.8732,0.2116,0.2947,0.1564,0.3374
79,0.3669,0.3744,0.3381,0.3959,0.3688,0.3959,0.9391,0.9457,0.8929,0.8751,0.9132,0.8751,0.2114,0.295,0.1547,0.339
80,0.3636,0.3721,0.3361,0.3939,0.3664,0.3939,0.9417,0.9457,0.9107,0.8694,0.9169,0.8694,0.2111,0.295,0.1536,0.3403
81,0.361,0.3678,0.3357,0.3922,0.3642,0.3922,0.9394,0.9511,0.8929,0.8732,0.9141,0.8732,0.211,0.295,0.1518,0.3421
82,0.3593,0.3645,0.3283,0.3892,0.3603,0.3892,0.942,0.9402,0.9107,0.8742,0.9168,0.8742,0.2109,0.295,0.1504,0.3437
