epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
55,0.3301,0.3485,0.4022,0.3553,0.359,0.4022,0.9634,0.9565,0.8571,0.8827,0.9149,0.8571,0.1253,0.3702,0.0858,0.4187
56,0.3299,0.3522,0.4013,0.3459,0.3573,0.4013,0.9631,0.9565,0.875,0.895,0.9224,0.875,0.1247,0.3714,0.0854,0.4185
57,0.3282,0.3469,0.4062,0.3462,0.3569,0.4062,0.9603,0.9674,0.875,0.8988,0.9254,0.875,0.1243,0.371,0.085,0.4197
58,0.3282,0.3424,0.3988,0.3382,0.3519,0.3988,0.9608,0.9565,0.8571,0.8969,0.9178,0.8571,0.124,0.3712,0.0855,0.4194
59,0.3262,0.3328,0.3971,0.3395,0.3489,0.3971,0.9588,0.9674,0.875,0.895,0.9241,0.875,0.1236,0.3727,0.0845,0.4193
60,0.3211,0.3256,0.3893,0.3348,0.3427,0.3893,0.962,0.9674,0.875,0.8969,0.9253,0.875,0.1231,0.3725,0.0848,0.4195
61,0.3187,0.3225,0.3871,0.3337,0.3405,0.3871,0.9628,0.9674,0.8929,0.8969,0.93,0.8929,0.1229,0.3716,0.084,0.4215
62,0.3196,0.3232,0.3789,0.3276,0.3373,0.3789,0.9628,0.9565,0.8929,0.8997,0.928,0.8929,0.1226,0.3718,0.084,0.4216
63,0.3184,0.3135,0.3672,0.3257,0.3312,0.3672,0.9626,0.9783,0.8929,0.9026,0.9341,0.8929,0.1229,0.3714,0.083,0.4228
64,0.315,0.3067,0.3712,0.3237,0.3291,0.3712,0.9617,0.9728,0.8929,0.8988,0.9315,0.8929,0.1227,0.3713,0.0826,0.4234
65,0.3154,0.3075,0.3652,0.321,0.3273,0.3652,0.9605,0.9674,0.875,0.8988,0.9254,0.875,0.1228,0.3715,0.082,0.4237
66,0.3133,0.2987,0.3657,0.3161,0.3235,0.3657,0.9611,0.9674,0.8929,0.9007,0.9305,0.8929,0.1229,0.371,0.0814,0.4247
67,0.3107,0.301,0.3719,0.3184,0.3255,0.3719,0.9643,0.9728,0.875,0.894,0.9265,0.875,0.1234,0.37,0.0799,0.4267
68,0.3093,0.2919,0.3625,0.3136,0.3193,0.3625,0.964,0.9728,0.875,0.8978,0.9274,0.875,0.1238,0.3693,0.0787,0.4283
69,0.3089,0.2949,0.3677,0.3116,0.3208,0.3677,0.9614,0.9674,0.8929,0.8969,0.9296,0.8929,0.124,0.3683,0.0789,0.4287
70,0.3084,0.289,0.3552,0.305,0.3144,0.3552,0.9608,0.9837,0.8929,0.9016,0.9347,0.8929,0.1248,0.3673,0.0772,0.4307
71,0.3072,0.288,0.3625,0.3017,0.3149,0.3625,0.9605,0.9674,0.8929,0.9035,0.9311,0.8929,0.1255,0.3663,0.076,0.4322
72,0.3062,0.278,0.3504,0.2992,0.3085,0.3504,0.9594,0.9783,0.8929,0.9054,0.934,0.8929,0.1263,0.3662,0.0742,0.4333
73,0.3048,0.2798,0.3543,0.2963,0.3088,0.3543,0.9637,0.9783,0.875,0.9082,0.9313,0.875,0.1273,0.3652,0.0729,0.4346
74,0.3022,0.2737,0.3359,0.2937,0.3014,0.3359,0.9614,0.9674,0.875,0.9054,0.9273,0.875,0.1283,0.364,0.0714,0.4362
75,0.3027,0.2746,0.3301,0.2964,0.3009,0.3301,0.9591,0.9728,0.875,0.8988,0.9264,0.875,0.1294,0.3614,0.0712,0.438
76,0.3013,0.2685,0.3357,0.2887,0.2986,0.3357,0.9605,0.9837,0.8929,0.9101,0.9368,0.8929,0.1307,0.3589,0.0711,0.4394
77,0.3014,0.2656,0.339,0.2813,0.2968,0.339,0.9608,0.9728,0.8929,0.9073,0.9335,0.8929,0.1322,0.3561,0.0712,0.4405
78,0.306,0.2709,0.3279,0.2794,0.2961,0.3279,0.9554,0.9728,0.875,0.9063,0.9274,0.875,0.1336,0.3548,0.0716,0.44
79,0.3021,0.262,0.3281,0.2727,0.2912,0.3281,0.958,0.9783,0.8929,0.9139,0.9358,0.8929,0.1352,0.3541,0.071,0.4397
80,0.3016,0.261,0.3313,0.2729,0.2917,0.3313,0.9583,0.9837,0.8929,0.9158,0.9377,0.8929,0.1369,0.3529,0.0703,0.4399
81,0.296,0.2554,0.3328,0.2717,0.2889,0.3328,0.9637,0.9674,0.8929,0.913,0.9342,0.8929,0.138,0.3534,0.0697,0.4389
82,0.2937,0.2506,0.3248,0.2724,0.2854,0.3248,0.9626,0.9728,0.8929,0.9158,0.936,0.8929,0.1396,0.3527,0.0675,0.4402
83,0.2917,0.2459,0.3194,0.273,0.2825,0.3194,0.9646,0.9783,0.8929,0.9101,0.9364,0.8929,0.1414,0.3503,0.0665,0.4418
84,0.2898,0.246,0.3137,0.2679,0.2794,0.3137,0.9634,0.9837,0.8929,0.913,0.9382,0.8929,0.1431,0.3471,0.0663,0.4435
85,0.2922,0.243,0.3289,0.2672,0.2828,0.3289,0.962,0.9837,0.8929,0.9139,0.9381,0.8929,0.1449,0.3455,0.0657,0.4439
86,0.2896,0.2412,0.3242,0.267,0.2805,0.3242,0.962,0.9837,0.8929,0.9101,0.9372,0.8929,0.147,0.3431,0.0651,0.4447
87,0.2903,0.2418,0.319,0.2611,0.278,0.319,0.9623,0.9837,0.8929,0.912,0.9377,0.8929,0.1493,0.3407,0.0642,0.4458
88,0.2895,0.2332,0.3233,0.2588,0.2762,0.3233,0.9646,0.9891,0.8929,0.9149,0.9403,0.8929,0.1514,0.3379,0.0646,0.4462
89,0.2899,0.2351,0.3142,0.2597,0.2747,0.3142,0.9623,0.9783,0.8929,0.9158,0.9373,0.8929,0.1534,0.3352,0.065,0.4464
90,0.2869,0.2326,0.3045,0.2569,0.2702,0.3045,0.9651,0.9837,0.8929,0.9149,0.9391,0.8929,0.1554,0.3335,0.0651,0.446
91,0.2887,0.232,0.3147,0.2515,0.2717,0.3147,0.9637,0.9837,0.8929,0.913,0.9383,0.8929,0.1578,0.3314,0.0648,0.4461
92,0.2852,0.2313,0.3131,0.2486,0.2695,0.3131,0.9646,0.9891,0.8929,0.9177,0.9411,0.8929,0.1602,0.33,0.0642,0.4456
93,0.2828,0.2276,0.3088,0.2519,0.2678,0.3088,0.9674,0.9837,0.9107,0.9196,0.9454,0.9107,0.1625,0.3273,0.0647,0.4455
94,0.283,0.2261,0.2959,0.2461,0.2628,0.2959,0.964,0.9891,0.8929,0.9186,0.9412,0.8929,0.165,0.3249,0.065,0.4451
95,0.2827,0.2242,0.3094,0.2441,0.2651,0.3094,0.9603,0.9837,0.8929,0.9196,0.9391,0.8929,0.1676,0.3228,0.0647,0.445
96,0.2817,0.2189,0.2984,0.2445,0.2609,0.2984,0.9637,0.9891,0.9107,0.9167,0.9451,0.9107,0.1707,0.3197,0.0645,0.4451
97,0.2794,0.2161,0.2928,0.2376,0.2565,0.2928,0.9674,0.9891,0.8929,0.9205,0.9425,0.8929,0.1736,0.317,0.0643,0.445
98,0.2776,0.2184,0.3013,0.2388,0.259,0.3013,0.9617,0.9891,0.8929,0.9243,0.942,0.8929,0.1766,0.3146,0.0643,0.4445
99,0.2761,0.2142,0.2891,0.2361,0.2539,0.2891,0.9631,0.9891,0.9107,0.9234,0.9466,0.9107,0.1799,0.3124,0.0629,0.4448
100,0.2753,0.2082,0.2957,0.2341,0.2533,0.2957,0.964,1.0,0.8929,0.9205,0.9443,0.8929,0.1829,0.3093,0.063,0.4448
101,0.2773,0.2191,0.3013,0.2393,0.2593,0.3013,0.962,0.9783,0.8929,0.9215,0.9386,0.8929,0.1858,0.3075,0.0628,0.444
102,0.2709,0.2141,0.2999,0.2313,0.2541,0.2999,0.9686,0.9837,0.8929,0.9234,0.9421,0.8929,0.1884,0.3058,0.0626,0.4432
103,0.2713,0.206,0.288,0.2322,0.2494,0.288,0.9671,0.9783,0.8929,0.9224,0.9402,0.8929,0.1912,0.3021,0.0636,0.4431
104,0.2713,0.2055,0.2939,0.2321,0.2507,0.2939,0.968,0.9946,0.8929,0.9167,0.943,0.8929,0.1943,0.2995,0.0636,0.4426
105,0.2687,0.2025,0.2962,0.2265,0.2485,0.2962,0.9663,0.9946,0.8929,0.9253,0.9447,0.8929,0.1975,0.2967,0.0639,0.4419
106,0.2669,0.2046,0.2941,0.2247,0.2476,0.2941,0.9703,0.9946,0.9107,0.9272,0.9507,0.9107,0.2005,0.2941,0.0641,0.4413
107,0.2649,0.1997,0.2864,0.2259,0.2442,0.2864,0.9686,0.9946,0.8929,0.9272,0.9458,0.8929,0.2038,0.2912,0.0642,0.4408
108,0.2634,0.1968,0.2902,0.2216,0.243,0.2902,0.9708,0.9946,0.8929,0.9234,0.9454,0.8929,0.2069,0.2881,0.0653,0.4397
109,0.2608,0.1968,0.2871,0.2229,0.2419,0.2871,0.9728,0.9891,0.8929,0.9234,0.9445,0.8929,0.2102,0.2852,0.0652,0.4394
110,0.2613,0.1932,0.3011,0.2212,0.2442,0.3011,0.9694,0.9946,0.8929,0.9234,0.9451,0.8929,0.2137,0.282,0.0657,0.4386
111,0.2645,0.1961,0.2731,0.2246,0.2396,0.2731,0.9694,0.9837,0.8929,0.9234,0.9423,0.8929,0.2169,0.2792,0.066,0.4379
112,0.2599,0.1986,0.2935,0.2211,0.2433,0.2935,0.9694,0.9837,0.8929,0.9253,0.9428,0.8929,0.2202,0.2759,0.0663,0.4376
113,0.2582,0.1918,0.2944,0.2172,0.2404,0.2944,0.9726,0.9946,0.8929,0.9253,0.9463,0.8929,0.2236,0.273,0.0668,0.4366
114,0.2565,0.1895,0.2885,0.2119,0.2366,0.2885,0.972,0.9891,0.8929,0.929,0.9458,0.8929,0.227,0.2705,0.0674,0.4351
115,0.2554,0.1861,0.2959,0.2136,0.2378,0.2959,0.9706,0.9946,0.9107,0.9253,0.9503,0.9107,0.2305,0.2673,0.0686,0.4336
116,0.2536,0.1935,0.2821,0.2148,0.236,0.2821,0.9714,0.9946,0.9107,0.9215,0.9495,0.9107,0.2339,0.2646,0.0683,0.4331
117,0.2528,0.1838,0.2935,0.2101,0.2351,0.2935,0.9723,0.9891,0.8929,0.9262,0.9451,0.8929,0.2376,0.2617,0.0683,0.4324
118,0.2507,0.187,0.2992,0.2095,0.2366,0.2992,0.9731,0.9891,0.9107,0.9309,0.951,0.9107,0.2412,0.2583,0.0687,0.4317
119,0.2495,0.1781,0.2811,0.2055,0.2285,0.2811,0.9743,1.0,0.9107,0.9262,0.9528,0.9107,0.2447,0.2547,0.0699,0.4306
